protein,f1_0_f2_0_R_0,f1_0_f2_0_R_1,f1_0_f2_0_R_2,f1_0_f2_1_R_0,f1_0_f2_1_R_1,f1_0_f2_1_R_2,f1_0_f2_2_R_0,f1_0_f2_2_R_1,f1_0_f2_2_R_2,f1_1_f2_0_R_0,f1_1_f2_0_R_1,f1_1_f2_0_R_2,f1_1_f2_1_R_0,f1_1_f2_1_R_1,f1_1_f2_1_R_2,f1_1_f2_2_R_0,f1_1_f2_2_R_1,f1_1_f2_2_R_2
sll0661,1819922.73246,2914409.93241,2281182.84704,1389703.36497,1408561.83849,1463506.47019,620753.650859,1193040.8956,691123.529395,2188863.60524,1128013.61418,1323357.79676,1099647.47955,857293.817198,310285.664907,988195.084578,1876231.56128,1147339.71433
sll0680,1031556.01739,811978.856588,1174606.73166,5073813.86305,4383426.1997,8301311.33054,3134805.52168,736169.801501,1391185.50112,3201571.74254,3882937.90454,1322827.20595,10255694.3638,3847271.97147,3649799.60934,1542667.95696,4067616.04995,1310971.86437
sll0708,161861.029423,111471.923951,578982.136857,115363.894908,120897.974415,138662.591515,108922.412436,435720.59514,86857.0943404,404505.624633,271119.446667,211618.532281,107560.992317,134870.686271,119325.388754,83761.0615271,724001.318121,66217.571139
sll0726,2368707.45909,963986.620951,536066.322744,2054399.26542,1895212.71847,2028240.35686,819997.351808,2090062.82241,1295382.28088,687352.220616,381225.710166,358891.573202,2061259.32015,1061155.90776,2215815.15402,2009641.12004,534348.656509,1905338.6187
sll0728,2062536.13659,958773.723597,2428633.1212,2061134.03041,1782786.38587,2439939.95513,1613144.98824,2073659.66435,2139696.36754,697212.732936,4664148.48463,1017416.81905,3409935.6837,3051738.8706,3951401.90241,2335189.33455,3027577.65752,2003200.63999
sll0733,175907.082274,2695925.00821,1328990.40779,967396.180806,1710311.49685,1426207.29233,761484.213377,989182.38603,1498200.76106,631462.619199,696579.239346,583275.570025,1387995.47085,1590326.41664,1945198.18985,1722310.50799,2213343.16926,1440833.30321
sll0735,2409965.01807,1897250.26675,2344526.26748,1256743.4834,3159304.3558,3693868.10851,2479054.58835,2811128.56385,1399579.51177,1620629.00165,3858297.36501,3383032.18321,1500730.64921,2888622.37273,3652286.73387,3805081.37092,3749381.25364,4089184.89525
sll0754,2804889.02614,2025540.72032,2040130.03848,1903940.1369,2459147.88761,1885681.45335,952231.188014,914936.770795,2199086.15892,2480567.48848,1702596.31885,1764821.65422,2174940.77956,1910852.42172,676402.932125,1662838.95379,5365076.08148,1941605.79064
sll0757,2464958.51657,99204.0072596,352770.470563,10003751.2837,11198593.9081,10782540.6224,5814329.99105,8899013.65598,5349097.39469,9286362.93845,24118101.4636,18988999.5227,21964837.5363,17559579.5735,19891879.405,9356723.33849,1175690.38655,8088919.82889
sll0764,452542.541969,541623.246918,805001.489369,902839.269165,992346.150605,995942.914992,564688.206063,746559.09066,418722.320728,797171.035094,663712.944467,635630.400806,611971.592776,597277.41843,616835.34518,619408.110922,559238.112811,486835.476024
sll0767,17497254.3032,7082905.63276,5931020.98902,1385373.37231,207403.059625,75699.3253025,7703183.16363,7832427.23411,720844.029759,2982348.15265,4520365.16639,377281.440234,18054353.2092,800728.460782,19419843.542,11918397.9471,227150.768181,332357.743682
sll0781,5870340.61006,8763092.37837,6755691.45529,4067404.65894,3609887.19578,4551242.52487,3361394.57874,2846071.41886,4958864.78597,4623281.93396,2930567.02627,4513942.69211,3821025.78662,3896441.70564,4559103.20021,3170645.14278,6099636.76585,4476157.74816
sll0783,588040.490819,1025984.56873,607980.567326,1245262.35238,844239.004294,208502.161607,398424.624712,617372.582102,816234.874728,330905.815991,179253.194157,228042.057531,883071.851573,1201615.15368,618711.220861,378082.453595,896829.930269,620893.227205
sll0788;slr6039,3543351.29844,4074707.54071,3322758.11907,1181333.24617,708274.317521,1073890.78073,3825413.95247,1026966.91224,254708.662553,3363627.14771,2658030.24437,185576.523408,3909499.52133,2913608.33428,2070033.02728,2317876.64638,13741603.1398,5200602.20406
sll0789;slr6040,1050893.30987,29594.0496705,198377.093694,7476551.88737,6083522.81475,10182649.1449,3784674.37448,591193.644428,2105413.75866,306738.541427,6885025.36065,3840404.68763,31012452.4057,7022098.8303,6227011.22898,3757641.69779,4738375.33427,3153711.75613
sll0807,2468748.45085,1994028.7557,1817710.46687,3930342.51085,6384526.19163,4179661.09068,2287758.7057,5381550.33217,2349497.66321,8042277.12766,12825295.4766,13347942.6509,7620974.97935,4723577.2222,5599055.77964,3965285.85497,1020925.37287,3109707.6905
sll0813,211310.109354,4924188.07999,1535768.73154,1028924.5532,2147450.44693,1162742.23075,2373935.30527,3418537.38763,2117551.54722,1148971.10266,1611616.39298,1567103.31239,1656928.98215,1095047.8624,1326175.81208,1580406.01322,1562840.10279,1873463.62229
sll0815,123125.637801,276969.786157,238159.795768,270497.636327,261421.143817,272166.061964,267084.148427,280466.399412,164856.739829,227044.899793,177564.839892,678860.430455,86237.3207413,81964.9471139,116259.728977,180342.946438,1259741.78488,176317.213019
sll0819,24075475.7595,7196879.41706,7221608.32272,12015756.6336,6346985.13706,13187663.5043,17953787.852,5321932.03779,2814685.06259,3841561.4938,1611931.8822,1152584.62107,3351280.66648,8636791.77002,8800531.59684,19749958.4307,7119678.27368,7757700.48788
sll0821,198730.771336,741687.53795,708563.171127,2653831.74495,2990583.29308,3942014.65967,2894172.17599,3104429.86142,2067903.94632,919690.923473,1584739.06093,817900.811746,3569991.5361,3147595.48402,2987299.23106,1109184.64781,5311868.98956,1099841.60077
sll0822,10445809.775,9285899.35735,588011.688904,36435731.322,29448128.9497,55861874.9874,26143146.6011,14035790.3666,11907201.5938,1001713.00175,1619177.69132,1594593.63214,16828281.1082,44460070.9379,30546109.8316,18570599.4958,60151824.6341,25930001.2926
sll0828,564204.048007,1058572.02656,1052995.44427,1025678.69955,706303.114752,422092.198455,1050097.56167,1423294.97283,1031292.54229,230844.520601,771020.238439,566502.214684,1209802.76847,554081.114615,1062226.26046,547426.435564,678971.206719,218630.094885
sll0830,1925831.12256,3558436.18472,2656580.91229,1474306.76813,1611004.44707,1581632.60462,372322.997659,342751.685715,502210.401592,780088.615963,1243520.46295,991682.524531,588173.068423,730216.943192,679493.761926,479772.807702,1000374.53789,463848.297751
sll0837,9086289.20581,9310043.27765,9779411.11695,7182955.06119,5011413.08355,6615749.63889,8034748.35547,4663038.05261,6866263.76373,10946951.6622,6599704.47988,8222520.64724,4134155.35445,4504797.41276,4107217.78857,7286283.59735,5490102.76329,6411479.48816
sll0838,2115333.63629,1496963.884,1311910.05481,83394.6179192,107920.933756,409279.010887,69473.8424151,505976.852209,79133.0793791,399839.857842,948728.883619,892435.20925,50345.6854001,164833.282603,110300.590334,650459.6241,1389029.90549,478068.78204
sll0849;slr0927,1083193.30782,906065.065936,1899898.5083,4034491.04116,3325119.96688,5968261.72197,6213608.65307,2104686.2752,6867696.59963,1434207.97275,3496857.04382,1807511.38977,7417047.70932,4412857.16733,4192549.97319,4337800.80145,7127698.13894,5475120.03378
sll0851,11679394.2031,9181028.47666,7825434.74449,3107405.15668,3345370.22555,3089548.06898,6665423.78107,21071723.0221,3551106.67031,2226243.32105,712870.038207,465231.381372,804845.242445,1452682.33458,2767104.63785,2086429.92032,3717447.33555,1539945.20122
sll0853,789103.793708,897676.835066,196887.074745,832270.492124,817135.88256,308656.703942,68736.2591154,1033065.75475,471029.082495,755527.045828,1122457.41068,800112.104373,1028755.24799,804062.225123,721168.652814,120471.750836,275860.658958,935499.186538
sll0854,13046734.5882,17683535.9661,11422029.5239,197312.147069,4827793.97675,4344461.85349,9001876.25999,9371416.72422,217822.924746,1302016.78763,4644990.20614,5564574.01334,4155063.09369,4204482.9799,6869450.23328,4532346.45401,5056694.99116,10573967.6909
sll0860,6312093.75969,8244458.53911,7981183.55297,5921916.38965,13728072.885,18213670.9057,7489845.27967,5408052.80221,10316311.1362,13304428.7639,19124248.436,16989044.7527,1327421.38567,23696303.6394,16538083.1109,11041030.4214,10689613.5562,13116172.4385
sll0861,2132381.99737,442663.765646,2712756.77413,1719022.56164,1411993.26575,1448323.46803,378184.073887,2362865.37129,1788214.73717,2657007.3762,664836.278428,72881.3527395,2944364.24602,132292.887018,2808934.17429,1042262.67436,335841.545973,305490.833883
sll0872,12947134.267,39621696.398,39673959.5933,15524605.7572,19828610.6586,13967364.3781,35544008.0817,47590553.0906,29301793.5028,33713052.6956,19233917.741,28132014.0472,9668384.80124,9370434.71079,8324800.16747,32218022.8692,2845028.057,33882108.7232
sll0873,587725.133867,523067.793615,564349.562045,669242.459736,456248.588914,740913.944637,497063.697555,211068.47543,759301.324258,635169.640279,205077.368322,307875.25289,716562.400782,941341.822196,939536.952156,582177.249369,1175308.90606,600517.32932
sll0877,452976.924003,557862.789859,391853.940011,232913.907282,293183.13274,210065.181652,172521.817338,296718.082362,361354.048189,334657.440875,443875.89303,310388.425796,294846.189506,344574.618121,328411.98005,436493.52384,621530.63,336313.166554
sll0886,2044498.59905,2461381.85468,1813608.07231,922545.50261,597763.700543,1124866.60828,1301163.67602,540383.614554,1493787.24943,961397.407405,654228.798924,650485.832815,808896.518259,632071.066601,543294.85204,1353604.77744,1663395.36088,1107245.76757
sll0897,4593026.95568,4284898.11262,3491953.81766,4110000.17109,4515056.93435,8457223.52771,3268242.59989,2310344.03465,5997806.23139,3738493.21352,6016447.59537,6077099.39609,5609724.14583,4890935.39404,3413212.89895,5845151.70365,7913292.81658,3946150.60491
sll0898,587875.618609,225480.479017,191892.187105,277144.571892,257510.176904,308339.640701,173726.753682,1003635.18561,151605.334093,144952.108257,207929.79531,178856.233621,121141.914993,336960.518369,239174.533338,163002.339407,1164471.81279,147607.457152
sll0902,4862867.06232,999844.957857,545618.819627,3106960.28376,2784779.50386,3353212.45259,3590287.2386,1877064.43213,3765202.01739,3157453.23509,1528999.09056,1379835.70744,1610254.65409,1947163.76606,1647948.40627,3593457.61819,5307833.39379,2688739.30732
sll0911,2119591.25559,2654869.46572,1138043.87508,1191650.44434,1176976.65621,1622208.89715,1070849.49675,453173.424682,1147785.93597,2306320.33589,1588135.18039,1623659.39677,1716965.43067,1263170.25678,1545893.12211,1324097.77129,2640684.14914,1111930.08275
sll0912,160179.623439,513354.364854,384957.606799,284190.042475,813170.375533,398607.657648,375789.821426,966294.329194,368227.656177,402919.348799,40339.4937311,277970.525232,336551.859873,293066.361069,711172.767338,772003.763805,1180574.18547,1111707.36527
sll0915,1440959.63496,891842.626464,372655.917399,898228.04382,878952.74167,1027581.00789,895096.696433,981754.70996,1338764.58307,1332525.3069,901863.37743,1087041.98894,810698.098134,866845.567373,693390.082109,949871.467436,2083244.80708,1355828.05894
sll0920,7756175.62817,13084585.9553,9794195.27027,6256661.63194,4935199.36536,6865071.17592,4334197.46283,3404929.33228,5273089.61352,6134829.1626,10931410.8732,9484143.67585,8977367.13489,8904121.32525,8171504.23708,5121231.39238,6459604.60518,4249536.33723
sll0921,7334573.07235,1393706.18839,995891.417534,83007.0203656,753381.491314,475000.139786,160850.446695,229455.085332,533784.363094,545636.503647,359386.221792,366420.005407,164694.903983,594978.44832,635422.097956,422987.260148,1326604.43729,431750.92997
sll0923,2546886.16026,2560648.24271,2168246.25096,1684896.55252,1532551.95682,2178704.24519,2309873.69249,1148739.91645,2599686.56941,1120472.68821,1461174.65388,1094527.17385,1606095.08878,1365266.15612,1383652.10023,2083970.1901,3437192.52939,1683909.45216
sll0927,1204042.4329,2483892.7175,5584812.57151,13548528.8622,8728527.09651,11154976.3824,4079611.87729,4760303.96017,6096263.19251,14039507.7722,25279000.282,20114906.4994,17354754.9837,27775876.4796,22276546.9157,4492728.47532,15075515.6969,6086942.67663
sll0928,14064802.0496,44811982.2577,44809317.2653,8412422.25117,12188305.6713,10782419.6461,13668951.1198,23617464.7074,13409063.2552,22353868.2179,7763400.14507,9463314.91949,3009726.1024,8374238.24606,8986139.33361,14291408.2085,14802221.0709,10713065.3069
sll0931,625901.445912,833828.850842,676841.715549,1147927.26791,637235.309163,760804.367555,102889.124742,100659.583926,346011.227219,73052.2951295,191484.449638,499147.621216,226126.740453,408577.2672,624923.172063,541081.484108,673247.276233,272266.810894
sll0934,2940693.5384,811890.393032,2309695.54857,7863604.25933,5609649.12412,10145893.2731,1544418.5992,1812200.6178,2165659.54182,3868934.14406,5679835.96954,4746187.73624,10384260.3575,21659017.2604,11080289.6147,5483508.84139,6522804.22586,2907804.41356
sll0936,2959340.94679,1948620.46767,1361266.59368,931134.771264,789982.561935,1103837.88813,800879.868981,440420.205515,1266076.59398,878960.866791,1148004.97146,443572.911605,1473724.33662,1189131.20371,1161814.53698,721205.078834,527284.345244,1183378.22368
sll0944,383479.90739,846625.040803,2098107.18512,714019.31333,869002.61518,998220.340276,391530.467305,671461.113115,419514.562362,1030499.93023,231685.850862,1072509.80542,1187737.16391,878746.326371,1000826.30781,659590.121766,183778.593256,650630.519862
sll0945,2496556.47314,2644156.30997,1107362.45216,2363073.55126,2478555.18175,3574811.02928,2121034.83752,1921836.5602,2087139.72839,1109918.20888,2112339.36523,2007940.57034,1569543.39954,2248411.44306,2964966.61419,1754413.61697,4290481.92319,2071727.70384
sll0947,4421442.37729,10724135.5138,14010674.8131,2635838.19822,3419081.31985,3054945.26848,2567184.03844,1699256.46894,2108683.71862,4940265.59519,1761164.11967,208529.046824,1488267.81243,1585172.48752,1355824.63815,644458.820104,1329169.85165,1342468.96974
